hmm.accession	hmm.name	hmm.description	protein.name	secondary.name	author	e.val.threshold	hmm.coverage.threshold	target.coverage.threshold	literature.ref	database.ref	comment
PDLC02228	AbiEi_OGS01369.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02229	AbiEi_WP_092960020.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02230	AbiEi_WP_022933255.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02231	AbiEi_WP_161793748.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02232	AbiEi_WP_050009329.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02233	AbiEi_WP_060913257.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02234	AbiEi_WP_050726758.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02235	AbiEi_WP_103474522.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02236	AbiEi_WP_025580240.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02237	AbiEi_WP_069019759.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02238	AbiEi_WP_087193970.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02239	AbiEi_WP_026931279.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02240	AbiEi_WP_013606017.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02241	AbiEi_WP_139786902.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02242	AbiEi_WP_091247243.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02243	AbiEi_WP_044940787.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02244	AbiEi_OBQ48766.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02245	AbiEi_WP_089942594.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02246	AbiEi_WP_096303510.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02247	AbiEi_WP_023355414.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02248	AbiEi_WP_014757546.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02249	AbiEi_NJD28597.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02250	AbiEi_WP_051133636.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02251	AbiEi_WP_034820941.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02252	AbiEi_WP_010417815.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02253	AbiEi_ABP92137.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02254	AbiEi_WP_058499708.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02255	AbiEi_WP_026161743.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02256	AbiEi_WP_102372703.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02257	AbiEi_WP_086334408.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02258	AbiEi_WP_066521394.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02259	AbiEi_WP_157780529.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02260	AbiEi_WP_157044108.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02261	AbiEi_WP_156800253.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02262	AbiEi_WP_076614239.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02263	AbiEi_WP_025698795.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02264	AbiEi_WP_007349584.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02265	AbiEi_WP_076488363.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02266	AbiEi_WP_170110179.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02267	AbiEi_WP_082871982.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02268	AbiEi_WP_036337359.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02269	AbiEi_WP_101304315.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02270	AbiEi_WP_019177799.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02271	AbiEi_WP_035488911.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02272	AbiEi_WP_005862062.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02273	AbiEi_WP_088854635.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02274	AbiEi_WP_020504080.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02275	AbiEi_WP_006905458.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02276	AbiEi_WP_069691454.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02277	AbiEi_WP_044889424.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02278	AbiEi_WP_024105160.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02279	AbiEi_WP_004816766.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02280	AbiEi_WP_005542742.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02281	AbiEi_WP_143175978.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02282	AbiEi_WP_069175104.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02283	AbiEi_pseudo_subWP_007706639.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02284	AbiEi_WP_106613172.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02285	AbiEi_WP_025370458.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02286	AbiEi_WP_073370346.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02287	AbiEi_WP_009249990.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02288	AbiEii_WP_110023304.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02289	AbiEii_WP_007349585.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02290	AbiEii_WP_067065479.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02291	AbiEii_WP_082807810.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02292	AbiEii_WP_010527912.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02293	AbiEii_WP_045959881.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02294	AbiEii_WP_099148274.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02295	AbiEii_HBX79544.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02296	AbiEii_WP_066409903.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02297	AbiEii_WP_106546964.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02298	AbiEii_WP_085578968.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02299	AbiEii_WP_105958957.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02300	AbiEii_WP_073893720.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02301	AbiEii_SJN09937.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02302	AbiEii_WP_076406552.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02303	AbiEii_WP_111872158.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02304	AbiEii_WP_034042188.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02305	AbiEii_WP_096461967.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02306	AbiEii_WP_084590683.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02307	AbiEii_WP_156423273.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02308	AbiEii_WP_070513158.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02309	AbiEii_WP_051816475.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02310	AbiEii_WP_101478573.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02311	AbiEii_WP_004058291.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02312	AbiEii_WP_100773286.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02313	AbiEii_WP_099005948.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02314	AbiEii_WP_083741660.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02315	AbiEii_WP_110076847.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02316	AbiEii_WP_074501794.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02317	AbiEii_WP_096360271.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02318	AbiEii_WP_069691453.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02319	AbiEii_WP_148235064.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02320	AbiEii_WP_051188422.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02321	AbiEii_WP_169730291.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02322	AbiEii_WP_066910913.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02323	AbiEii_WP_077075795.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02324	AbiEii_WP_084488417.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02325	AbiEii_OWL90636.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02326	AbiEii_WP_096298108.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02327	AbiEii_WP_052604370.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02328	AbiEii_WP_009233131.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02329	AbiEii_WP_104170641.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02330	AbiEii_WP_028841950.1	AbiEii	AbiEii	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02331	AbiGi	AbiGi	AbiGi	NA	Jackson SA	1.00E-05	0.3	0.3	10/gndc4m	NA	NA
PDLC02332	AbiGii	AbiGii	AbiGii	NA	Jackson SA	1.00E-05	0.3	0.3	10/gndc4m	NA	NA
PDLC02333	AbiTi	AbiTi	AbiTi	NA	Jackson SA	1.00E-05	0.3	0.3	10/btq97w	NA	NA
PDLC02334	AbiTii	AbiTii	AbiTii	NA	Jackson SA	1.00E-05	0.3	0.3	10/btq97w	NA	NA
PDLC02335	AbiLi-1	AbiLi	AbiLi	NA	Jackson SA	1.00E-05	0.3	0.3	10/bwc9k8	NA	NA
PDLC02336	AbiLi-2	AbiLi	AbiLi	NA	Jackson SA	1.00E-05	0.3	0.3	10/bwc9k8	NA	NA
PDLC02337	AbiLii-1	AbiLii	AbiLii	NA	Jackson SA	1.00E-05	0.3	0.3	10/bwc9k8	NA	NA
PDLC02338	AbiLii-2	AbiLii	AbiLii	NA	Jackson SA	1.00E-05	0.3	0.3	10/bwc9k8	NA	NA
PDLC02339	RexA	RexA	RexA	NA	Jackson SA	1.00E-05	0.3	0.3	10/b9xpsb	NA	NA
PDLC02340	RexB	RexB	RexB	NA	Jackson SA	1.00E-05	0.3	0.3	10/b9xpsb	NA	NA
PDLC02341	AbiA	AbiA	AbiA	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc3s	NA	NA
PDLC02342	AbiB	AbiB	AbiB	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc3t; 10/b835bf	NA	NA
PDLC02343	AbiC	AbiC	AbiC	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc3v	NA	NA
PDLC02344	AbiD	AbiD	AbiD	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc3w; 10/gndc3x; 10/gndc4j	NA	NA
PDLC02345	AbiH	AbiH	AbiH	NA	Jackson SA	1.00E-20	0.8	0.8	10/dvjcb5	NA	NA
PDLC02346	AbiI	AbiI	AbiI	NA	Jackson SA	1.00E-20	0.8	0.8	10/ckwmpp	NA	NA
PDLC02347	AbiJ	AbiJ	AbiJ	NA	Jackson SA	1.00E-20	0.8	0.8	10/d24tcq	NA	NA
PDLC02348	AbiK	AbiK	AbiK	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc4n	NA	NA
PDLC02349	AbiN	AbiN	AbiN	NA	Jackson SA	1.00E-20	0.8	0.8	10/c94sd6	NA	NA
PDLC02350	AbiO	AbiO	AbiO	NA	Jackson SA	1.00E-20	0.8	0.8	10/cg69rg	NA	NA
PDLC02351	AbiP	AbiP	AbiP	NA	Jackson SA	1.00E-20	0.8	0.8	10/bjjwc6	NA	NA
PDLC02352	AbiQ	AbiQ	AbiQ	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc4p	NA	NA
PDLC02353	AbiV	AbiV	AbiV	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc4p	NA	NA
PDLC02354	AbiZ	AbiZ	AbiZ	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc4p	NA	NA
PDLC02355	Lit	Lit	Lit	NA	Jackson SA	1.00E-20	0.8	0.8	10/fv36tb	NA	NA
PDLC02356	BstA	BstA	BstA	NA	Jackson SA	1.00E-20	0.8	0.8	10/g29b	NA	NA
PDLC02357	AbiU	AbiU	AbiU	NA	Jackson SA	1.00E-20	0.8	0.8	10/cwbxdg	NA	NA
PDLC02358	Old	Old	Old	NA	Jackson SA	1.00E-100	0.8	0.8	10/fkgq7x	NA	NA
PDLC02359	Tin	Tin	Tin	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc4r	NA	NA
PDLC02360	PrrC	PrrC	PrrC	NA	Jackson SA	1.00E-20	0.8	0.8	10/gndc4t	NA	NA
PDLC02361	PifA	PifA	PifA	NA	Jackson SA	1.00E-20	0.8	0.8	10/fg7s8g	NA	NA
PDLC02362	Pyc_1TM	NA	PycTM	NA	Jackson SA	1.00E-08	0.5	0.5	10/gngng3	NA	NA
PDLC02363	Pyc_2TM	NA	PycTM	NA	Jackson SA	1.00E-08	0.5	0.5	10/gngng3	NA	NA
PDLC02364	Pyc_3TM	NA	PycTM	NA	Jackson SA	1.00E-08	0.5	0.5	10/gngng3	NA	NA
PDLC02365	Pyc_4TM	NA	PycTM	NA	Jackson SA	1.00E-08	0.5	0.5	10/gngng3	NA	NA
PDLC02366	PycC_CladeA	NA	PycC	NA	Jackson SA	1.00E-12	0.7	0.7	10/gngng3	NA	NA
PDLC02367	PycC_CladeB	NA	PycC	NA	Jackson SA	1.00E-12	0.7	0.7	10/gngng3	NA	NA
PDLC02368	PycC_CladeC	NA	PycC	NA	Jackson SA	1.00E-12	0.7	0.7	10/gngng3	NA	NA
PDLC02369	PycC_CladeD	NA	PycC	NA	Jackson SA	1.00E-12	0.7	0.7	10/gngng3	NA	NA
PDLC02370	PycC_CladeE	NA	PycC	NA	Jackson SA	1.00E-12	0.7	0.7	10/gngng3	NA	NA
PDLC02371	Pyc_TIR	NA	PycTIR	NA	Jackson SA	1.00E-08	0.5	0.5	10/gngng3	NA	NA
PDLC02372	Nhi	NA	Nhi	NA	Jackson SA	1.00E-08	0.7	0.7	NA	NA	NA
PDLC02373	dCTPase	NA	dCTPase	NA	Jackson SA	1.00E-50	0.8	0.7	NA	NA	NA
PDLC02374	dGTPase	NA	dGTPase	NA	Jackson SA	1.00E-100	0.8	0.7	NA	NA	NA
PDLC02375	Stk2	NA	Stk2	NA	Jackson SA	1.00E-08	0.7	0.7	NA	NA	NA
PDLC02376	pAgo_WP_068133589.1	Class I	pAgo_I	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02377	pAgo_WP_100483095.1	Class I	pAgo_I	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02378	pAgo_WP_070666724.1	Class I	pAgo_I	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02379	pAgo_WP_088347300.1	Class II	pAgo_II	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02380	pAgo_WP_015329024.1	Class II	pAgo_II	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02381	pAgo_WP_016804074.1	Class II	pAgo_II	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02382	pAgo_WP_011308723.1	Class II	pAgo_II	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02383	pAgo_WP_096354083.1	Class II	pAgo_II	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02384	pAgo_WP_028223139.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.8	0.8	NA	NA	NA
PDLC02385	pAgo_WP_038562081.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02386	pAgo_WP_096885432.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02387	pAgo_WP_038066338.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02388	pAgo_WP_049969002.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02389	pAgo_WP_055195547.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02390	pAgo_WP_100217698.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02391	pAgo_WP_077067832.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02392	pAgo_WP_092662338.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02393	pAgo_WP_075780265.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02394	pAgo_WP_028663822.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02395	pAgo_WP_093920437.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02396	pAgo_WP_084668949.1	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02397	pAgo_A	NA	pAgo	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02398	pAgo-associated_WP_092048392.1	Class I	Aga_REase-PNTD1-PNTD2	pAgo_I_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02399	pAgo-associated_WP_053326746.1	Class I	Aga_REase-PNTD1-PNTD2	pAgo_I_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02400	pAgo-associated_WP_008877326.1	Class I	Aga_TIR-PNTD1-PNTD2	pAgo_I_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02401	pAgo-associated_WP_005988489.1	Class I	Aga_SIR2-PNTD1-PNTD2	pAgo_I_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02402	pAgo-associated_WP_028057923.1	Class I	Aga_SIR2-PNTD1-PNTD2	pAgo_I_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02403	pAgo-associated_WP_012489404.1	Class I	Aga_TIR-PNTD1-PNTD2	pAgo_I_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02404	pAgo-associated_WP_077117439.1	Class II	Aga_Helical-REase	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02405	pAgo-associated_WP_082650747.1	Class II	Aga_Cas4-like_Nuc	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02406	pAgo-associated_WP_019497031.1	Class II	Aga_Cas4-like_Nuc	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02407	pAgo-associated_WP_015898278.1	Class II	Aga_Helical-REase	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02408	pAgo-associated_WP_088257334.1	Class II	Aga_SIR2	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02409	pAgo-associated_WP_072319132.1	Class II	Aga_Unknown	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02410	Aga_Cas4-like	Class II	Aga_Cas4-like_Nuc	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC02411	Aga_Helical-REase	Class II	Aga_Helical-REase	pAgo_II_associated	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
